类别,伽马GR/API,钍TH/ppm,铀U/ppm,钾K/%,光电吸收截面指数Pe/bam*e-1,中子CNL/%,密度DEN/cm3
流纹质,266.067,24.8202,1.9867,6.3915,3.2291,6.3148,2.433119
流纹质,112.577,13.7884,4.3987,5.6997,3.1827,13.3421,2.162471
流纹质,204.622,17.9766,3.5622,5.6715,2.7226,8.3685,2.623801
流纹质,179.156,10.6742,2.8374,4.0821,2.7916,14.6674,2.344777
流纹质,133.618,22.9182,5.6579,5.7176,3.1104,8.1952,2.499274
流纹质,218.893,22.6102,4.1488,4.4294,3.1013,5.7745,2.297652
流纹质,222.591,23.3501,0.9274,4.8953,3.3954,13.7444,2.551947
流纹质,271.979,18.6724,2.1394,6.199,3.2626,11.0131,2.17458
流纹质,123.538,9.3449,2.9944,5.6374,2.7612,5.7322,2.307188
流纹质,132.986,19.9988,3.9904,5.4888,3.2387,9.6586,2.490879
流纹质,184.452,12.81,4.0966,6.3925,2.9379,14.3811,2.428513
流纹质,245.574,17.6582,1.3076,6.3824,3.011,10.4925,2.215106
流纹质,106.91,14.5992,2.1434,5.2003,3.0595,9.9864,2.394911
流纹质,116.441,10.9335,5.1876,5.9007,2.8663,10.9755,2.627833
流纹质,117.942,21.0835,7.9676,4.211,3.1565,7.7094,2.563433
流纹质,279.567,8.637,7.8129,4.7449,3.3386,14.4932,2.611976
流纹质,196.209,21.2804,7.6156,4.6338,3.3472,14.4291,2.674684
流纹质,204.161,16.6565,3.2112,4.3555,3.0059,10.4335,2.648777
流纹质,116.105,19.0724,3.4439,5.7854,2.8631,9.0033,2.289659
流纹质,167.959,10.9247,4.822,6.4388,2.9264,13.603,2.307595
流纹质,109.649,10.0654,3.7245,5.4495,3.3342,10.5438,2.272574
流纹质,193.761,16.0297,1.9036,5.9887,2.7988,7.9701,2.298289
流纹质,124.318,14.961,6.2104,4.011,2.9189,13.6526,2.556538
流纹质,153.962,13.1905,3.6883,4.2736,3.1014,7.1436,2.366422
流纹质,144.643,11.301,4.2103,4.4666,3.2308,9.8161,2.583968
流纹质,185.318,15.9807,2.3232,6.1041,2.9908,5.366,2.358923
流纹质,174.645,8.8468,0.9983,6.0885,2.7087,10.5565,2.254944
流纹质,106.105,23.9511,5.556,4.4366,2.9515,7.5391,2.277864
流纹质,207.166,10.6754,2.6879,4.5623,3.2321,13.9203,2.327911
流纹质,130.297,11.7949,1.7989,4.959,3.087,13.4759,2.448918
流纹质,172.384,11.8647,2.1318,4.5158,2.9893,9.2268,2.295799
流纹质,190.758,8.3563,0.8272,4.4639,3.1569,11.1356,2.638872
流纹质,186.234,20.7732,4.7538,5.0487,2.9921,5.9881,2.626364
流纹质,228.525,22.9767,3.1947,6.2794,2.9936,7.5397,2.174075
流纹质,144.555,22.581,4.2318,6.4094,2.7229,11.8172,2.288079
流纹质,249.888,10.7192,1.2691,4.1723,2.9291,5.6009,2.662735
流纹质,224.897,16.048,7.5575,5.4712,2.8445,14.8108,2.488991
流纹质,269.712,8.2266,1.8857,4.402,2.8376,11.8797,2.545669
流纹质,119.394,11.7754,5.8093,5.8918,2.844,11.692,2.326487
流纹质,229.251,21.7688,0.9676,4.2212,3.3694,7.5705,2.323847
流纹质,244.2,15.944,4.2683,4.0676,2.9761,6.9759,2.52033
流纹质,231.836,20.6267,2.9809,4.7837,3.2628,5.1693,2.332747
流纹质,250.688,8.2383,3.3083,4.5302,2.8411,8.0785,2.367523
流纹质,175.814,18.3926,2.4793,6.1706,3.1086,6.0594,2.419668
流纹质,238.384,8.9843,7.0954,5.8801,2.8608,12.9134,2.611937
流纹质,256.394,16.8257,5.7879,4.5913,2.9263,6.4047,2.446049
流纹质,117.685,12.1745,6.0202,4.8135,3.3685,5.1572,2.47136
流纹质,126.948,17.1594,4.7069,4.8856,3.1399,5.7162,2.163227
流纹质,207.128,12.724,4.7158,5.7406,3.3059,13.0625,2.176493
流纹质,247.677,21.1994,2.4326,5.4973,2.9525,8.8387,2.616483
流纹质,266.18,12.0691,7.0291,4.3971,3.1933,14.3089,2.21043
流纹质,252.107,13.6568,6.0718,4.424,3.0346,11.4523,2.54453
流纹质,267.42,10.7003,4.6947,5.5284,3.088,10.2073,2.35001
流纹质,259.358,11.2762,1.0325,5.7226,3.0646,5.7983,2.370462
流纹质,183.757,18.616,7.4135,5.9114,3.2082,10.6845,2.454742
流纹质,199.328,10.4521,5.3372,4.7724,2.7914,9.3525,2.637561
流纹质,210.269,8.7922,2.2513,4.1116,3.0918,6.2638,2.567485
流纹质,134.517,8.8545,7.3113,4.4586,2.9607,13.8029,2.16589
流纹质,255.424,13.0466,3.0946,4.6752,3.0128,6.4693,2.618984
流纹质,140.981,14.287,1.3956,4.813,2.8981,11.482,2.430761
流纹质,213.292,17.8031,3.475,6.3571,3.1892,12.8288,2.192367
流纹质,144.803,15.2211,3.1587,5.5294,2.8085,12.9652,2.364719
流纹质,171.022,14.3479,4.4424,4.3599,3.3704,14.8747,2.664843
流纹质,183.009,16.9664,3.3382,4.9599,2.8548,12.0663,2.679327
流纹质,130.135,21.4491,7.1129,6.4706,2.9878,13.5783,2.155309
流纹质,138.169,15.134,7.6655,4.3587,3.0959,7.158,2.196653
流纹质,163.402,24.8674,5.5528,5.4022,2.8828,13.1367,2.288243
流纹质,108.235,17.4906,4.87,5.2727,3.0569,5.5812,2.643589
流纹质,149.148,15.6699,2.9404,4.3832,3.1059,13.3607,2.658421
流纹质,171.402,14.4442,1.5649,5.2603,3.0626,7.1951,2.401075
流纹质,203.466,16.8748,1.5906,6.2337,3.3571,9.0143,2.335595
流纹质,192.357,11.3293,5.4,5.5822,3.0587,8.7059,2.66768
流纹质,168.833,21.2644,1.4053,5.221,3.2997,5.3435,2.655857
流纹质,215.36,9.3702,7.9281,5.1973,2.7086,10.6233,2.168457
流纹质,274.378,24.1419,5.9659,4.1907,3.3761,8.999,2.485884
流纹质,174.858,12.1574,6.986,4.7795,2.8559,9.7874,2.293471
流纹质,239.454,24.3535,6.2091,5.7645,3.001,13.7411,2.420011
流纹质,166.82,25.9942,7.4438,6.3519,3.1489,14.2594,2.412119
流纹质,170.046,10.93,7.5448,6.0639,3.2262,11.1913,2.450493
流纹质,265.627,11.6839,7.7459,5.4229,2.9592,14.8818,2.245849
流纹质,164.348,18.0919,7.8454,5.9187,2.9459,13.8186,2.559746
流纹质,227.056,22.5152,4.4859,5.7958,2.7188,6.8507,2.276853
流纹质,134.678,16.3818,5.2375,4.4388,3.2624,9.8953,2.198302
流纹质,110.195,14.1449,1.7535,6.2025,2.7822,10.0628,2.218818
流纹质,206.52,22.9945,5.7581,5.6872,3.3411,10.5826,2.501018
流纹质,176.271,15.6218,4.4249,4.1667,3.2982,7.5372,2.378084
流纹质,162.32,14.8254,4.4612,6.424,3.2644,9.8633,2.540481
流纹质,237.165,23.0633,2.4416,4.8976,3.1182,13.8487,2.506
流纹质,175.705,9.4546,5.5381,4.8694,2.8633,13.5789,2.41965
流纹质,215.6,24.3996,6.91,6.3372,3.2454,10.5618,2.414164
流纹质,192.489,18.0929,2.8953,4.5165,2.7804,14.637,2.515789
流纹质,264.507,13.712,1.0793,4.3539,2.9955,7.4609,2.523555
流纹质,175.717,24.7501,2.857,4.1925,2.7497,12.161,2.173858
流纹质,250.228,20.1998,0.8952,6.087,2.9228,11.8416,2.535909
流纹质,215.155,16.1202,2.9374,6.2306,2.7725,12.7791,2.561938
流纹质,231.831,23.2778,3.5062,6.1465,2.7521,7.5689,2.423817
流纹质,179.704,21.0227,3.5492,5.2029,2.9826,13.0677,2.420286
流纹质,183.734,17.8329,6.0876,5.1217,2.7573,12.3308,2.641239
流纹质,196.846,18.4158,4.4244,5.2499,3.1799,12.4094,2.462095
流纹质,195.59,11.7117,5.245,4.8351,2.8004,9.8774,2.240384
流纹质,191.177,16.5378,4.344,4.5756,2.961,14.6918,2.205413
流纹质,155.832,16.0176,0.853,5.961,3.2013,6.1382,2.369018
流纹质,220.375,13.6116,2.9885,4.0199,3.0818,8.6703,2.534446
流纹质,213.888,11.3262,3.9623,4.3572,3.2595,9.1874,2.387335
流纹质,171.087,13.9103,1.7081,5.4909,3.216,8.4221,2.270107
流纹质,247.822,14.4915,1.9224,6.4293,3.0603,9.131,2.474646
流纹质,196.639,20.1907,6.1311,5.2595,2.7603,7.5509,2.425775
流纹质,270.295,23.7575,6.9882,4.7184,3.1603,14.5214,2.32865
流纹质,254.457,18.4432,7.8929,5.7031,3.0648,14.283,2.299495
流纹质,148.37,11.7399,3.2801,4.2908,2.7441,9.6016,2.649075
流纹质,270.966,8.7466,7.2745,4.2265,3.3194,11.5451,2.659963
流纹质,123.681,8.069,7.3078,6.1991,2.8646,8.0925,2.461739
流纹质,124.344,10.4037,3.3582,4.9257,3.1925,5.8219,2.451287
流纹质,210.021,10.9823,4.9481,4.0571,3.1393,10.2138,2.539963
流纹质,232.071,8.6403,4.8508,4.8201,3.2551,13.9433,2.423371
流纹质,228.39,14.7118,6.1343,4.6627,3.2594,10.7973,2.187926
流纹质,238.541,23.8233,1.1049,4.8768,2.7937,8.423,2.183497
流纹质,220.767,12.5649,3.2069,5.0048,2.8254,13.7025,2.520466
流纹质,144.807,20.8067,6.1433,5.1778,3.1087,6.4964,2.442385
流纹质,212.472,18.531,2.4919,4.6291,3.2619,14.3721,2.624251
流纹质,272.07,11.7002,0.8459,5.806,2.8481,11.3935,2.443911
流纹质,216.39,21.2923,7.1265,4.1067,3.2669,5.308,2.55572
流纹质,273.424,20.9284,1.881,6.4844,3.0673,6.4541,2.220731
流纹质,108.616,15.6044,6.4072,4.0085,3.2831,12.8077,2.497202
流纹质,209.957,10.643,7.5393,5.7082,2.7948,5.2146,2.238149
流纹质,193.266,11.5182,3.9315,5.1214,2.9946,8.6489,2.55299
流纹质,223.079,13.1876,1.5415,5.194,2.8995,13.5504,2.390407
流纹质,218.793,15.536,1.3147,4.5765,3.2815,12.3036,2.62768
流纹质,189.258,20.4551,4.1982,4.8003,3.2289,5.0948,2.618281
流纹质,277.627,19.9935,5.7336,5.3272,3.34,14.0584,2.215612
流纹质,155.296,14.3769,2.8644,4.4151,2.978,13.7178,2.540768
流纹质,257.819,18.6071,7.0873,5.9645,2.7038,10.6884,2.305123
流纹质,169.837,18.2319,5.8709,5.5712,3.1188,11.4627,2.282886
流纹质,175.405,12.4378,4.2327,5.1173,3.1593,8.0018,2.563746
流纹质,235.767,19.4375,6.3487,5.3236,2.7478,9.2137,2.197643
流纹质,202.365,13.2916,1.7091,5.3848,2.9196,5.5552,2.444777
流纹质,255.818,17.638,7.4788,4.9477,3.2237,11.8969,2.216384
流纹质,203.249,21.9215,5.3982,6.3444,3.0705,5.7581,2.17339
流纹质,203.54,9.9298,3.7182,5.1357,3.286,10.8987,2.407983
流纹质,161.189,13.2581,6.0879,4.3959,3.1889,9.4925,2.366533
流纹质,228.649,21.885,1.6419,6.1227,2.735,9.2014,2.166337
流纹质,196.415,16.1078,3.695,4.3533,3.3403,14.6037,2.633323
流纹质,133.393,12.2573,2.8523,5.4304,2.8137,12.811,2.414151
流纹质,251.704,8.6942,5.9402,5.7323,3.0376,9.1432,2.622661
流纹质,210.786,20.4388,2.044,5.4706,2.797,13.0182,2.467937
流纹质,217.272,8.6994,2.2132,4.6202,2.9018,14.3588,2.670035
流纹质,146.038,21.5928,6.0392,4.61,3.238,5.1072,2.494169
流纹质,278.699,22.7018,2.9264,4.448,3.1157,14.833,2.514305
流纹质,177.144,19.0198,6.1793,6.3234,2.9257,8.2955,2.17899
流纹质,192.86,24.2904,7.6522,4.7895,2.9571,6.8877,2.255886
流纹质,192.213,13.4365,1.6593,5.551,2.9449,6.0574,2.449382
流纹质,249.537,18.2246,3.0891,6.3087,2.7956,8.0107,2.379288
流纹质,248.896,12.9233,5.2768,4.8927,2.962,13.5228,2.54915
流纹质,237.247,21.9969,3.3257,4.7068,3.3872,13.1834,2.170542
流纹质,165.325,14.4456,5.0838,4.4603,2.7914,8.1969,2.196542
流纹质,262.596,19.9331,6.1203,5.6563,2.7952,9.0689,2.542352
流纹质,266.502,25.7683,6.0313,4.1031,3.3226,6.3537,2.330476
流纹质,178.652,25.9734,6.4491,6.254,3.1217,9.2807,2.422561
流纹质,162.662,17.2271,5.4269,5.8272,3.2373,5.2143,2.32917
流纹质,152.267,16.777,7.0087,6.1715,3.0304,10.0291,2.166924
流纹质,216.841,19.6073,2.1141,4.7855,3.2258,14.5123,2.414449
流纹质,205.812,16.9568,3.1929,6.3671,3.3157,8.9239,2.16058
流纹质,270.536,12.1004,2.2757,5.9801,3.337,11.9363,2.546513
流纹质,263.318,10.7083,1.34,5.6811,2.7092,12.3574,2.307843
流纹质,213.926,13.0577,3.6159,4.2125,3.1632,6.499,2.584547
流纹质,228.631,20.4296,5.6746,4.73,2.9802,8.4425,2.267467
流纹质,132.309,23.061,6.2751,4.5907,2.9852,8.2353,2.53179
流纹质,222.758,23.0102,5.129,6.2756,2.8821,13.3522,2.269659
流纹质,180.025,14.2418,2.5926,5.6796,2.8661,14.8259,2.184375
流纹质,117.468,22.8643,5.9476,4.6256,2.7034,5.6956,2.464428
流纹质,168.247,25.1673,7.3247,4.4176,3.336,13.8069,2.287316
流纹质,273.865,15.9339,3.3015,6.0415,2.7435,13.5872,2.489992
流纹质,116.05,22.2625,7.1792,5.3551,2.7952,7.5329,2.301477
流纹质,108.205,15.6206,5.8611,4.8836,3.1918,5.0641,2.292574
流纹质,174.814,15.6889,2.5002,4.6945,2.8693,8.0114,2.252557
流纹质,170.525,19.569,3.2952,5.394,3.3232,6.3861,2.554641
流纹质,128.591,11.8233,4.9083,6.1938,3.3961,12.8133,2.20862
流纹质,159.475,12.947,5.7809,5.324,3.2327,11.2035,2.474845
流纹质,130.313,13.1864,2.474,5.9398,3.2959,12.964,2.161862
流纹质,111.156,21.7614,4.0826,5.9632,2.9876,11.4496,2.524157
流纹质,254.324,12.7556,6.6869,5.6866,2.7605,11.2849,2.240513
流纹质,159.857,19.685,4.5572,4.5009,2.9343,9.0036,2.571364
流纹质,259.377,8.6653,1.891,5.5256,3.3156,13.0837,2.243191
流纹质,164.764,25.7734,1.709,5.1747,3.317,8.4662,2.243703
流纹质,229.775,12.5565,7.29,4.0146,3.0291,14.53,2.361342
流纹质,129.188,18.7813,3.1362,5.5882,3.1434,8.9101,2.505213
流纹质,186.858,21.2751,6.6684,4.2686,2.9809,7.6115,2.420011
流纹质,146.024,23.7076,2.6094,4.3943,3.1815,12.4696,2.298843
流纹质,105.813,25.2651,2.1563,5.4241,3.1615,13.6407,2.167797
流纹质,180.79,17.0753,4.7656,4.6562,2.9039,10.1393,2.674766
流纹质,143.591,14.55,6.0265,5.098,2.8267,8.1143,2.450351
流纹质,152.191,9.6878,7.8768,4.4811,3.2967,13.6431,2.265948
流纹质,128.503,13.1728,6.8956,5.7992,2.7729,8.7115,2.185149
流纹质,193.419,12.9307,1.2477,6.1108,3.3445,5.6021,2.173922
流纹质,238.902,9.501,1.6252,6.1206,2.9765,6.471,2.655668
流纹质,223.929,23.6612,3.2338,5.4453,3.2132,8.1224,2.39705
流纹质,185.578,13.1634,2.7979,4.2548,2.9675,9.2371,2.452038
流纹质,126.027,11.0675,3.8245,4.7887,3.0138,8.9585,2.558187
流纹质,275.716,12.9519,5.0306,6.1488,3.1215,10.8004,2.603924
流纹质,214.078,10.1305,7.7372,4.2812,3.2718,10.0545,2.675759
流纹质,159.262,16.0507,5.3717,6.0839,3.0725,14.7542,2.21512
流纹质,205.956,14.477,4.0163,4.3658,2.931,5.7374,2.228731
流纹质,233.53,10.9911,5.6346,5.7807,2.8479,10.499,2.156742
流纹质,157.132,21.149,7.4381,5.7681,2.8549,8.3783,2.568106
流纹质,125.571,20.7658,7.2342,4.1403,3.2055,7.3941,2.240957
流纹质,121.282,22.528,1.5642,6.0209,2.9877,13.8818,2.297832
流纹质,238.743,25.7327,2.7404,6.0531,3.3392,12.3708,2.51494
流纹质,123.79,15.082,3.1405,5.6449,2.7383,13.9395,2.525312
流纹质,235.866,24.7717,5.5914,5.8427,3.2344,8.4239,2.573407
流纹质,175.493,12.9939,1.9278,6.0482,2.7144,12.4449,2.351822
流纹质,263.376,20.9696,3.3053,6.1283,2.9379,12.5078,2.246985
流纹质,115.81,22.0548,6.1848,5.8306,3.2549,14.8523,2.201984
流纹质,253.683,12.9842,7.4798,4.1316,2.7063,13.2716,2.326982
流纹质,182.066,19.9621,6.4998,5.8075,3.0157,6.6575,2.335135
流纹质,224.603,16.8127,2.1973,5.5527,3.1097,11.3773,2.551396
流纹质,200.619,17.5949,7.3164,4.6285,2.8923,12.0745,2.470373
流纹质,155.259,21.8499,7.306,5.962,3.3086,12.5434,2.563064
流纹质,257.375,20.3463,3.2267,5.2194,3.1925,8.4935,2.390887
流纹质,148.604,10.9599,4.8149,5.0525,2.7537,13.9934,2.428418
流纹质,262.812,10.3027,1.3008,6.2634,3.2048,12.3056,2.596786
流纹质,136.617,25.9257,4.2026,4.562,3.2787,9.0365,2.252095
流纹质,267.634,24.0062,7.1692,6.2888,3.2496,14.4336,2.198334
流纹质,150.442,10.9239,1.673,6.2325,2.887,12.6769,2.607032
流纹质,145.257,8.0336,3.8951,4.864,2.9224,7.4766,2.463433
流纹质,179.897,23.9315,4.2859,6.238,2.8406,13.7152,2.538343
流纹质,141.375,21.8862,6.7673,4.6597,3.1057,13.5332,2.532997
流纹质,143.117,19.3701,5.6886,4.6982,3.2628,9.8902,2.216505
流纹质,276.369,16.7947,1.6962,5.8328,3.1529,5.9597,2.539917
流纹质,107.056,21.098,3.9381,5.9475,2.9294,10.3823,2.163909
流纹质,238.818,9.0423,6.8814,4.574,3.2324,11.9642,2.162008
流纹质,239.027,9.4447,4.644,6.2007,3.2568,7.3458,2.423866
流纹质,209.807,13.5707,7.7386,5.3363,3.328,12.3722,2.660913
流纹质,261.376,16.2981,7.4239,4.8652,3.2405,7.6655,2.662829
流纹质,144.87,12.3189,7.7734,6.1966,2.8734,5.9545,2.659169
流纹质,161.406,25.6024,1.4573,4.8389,2.7938,5.8461,2.16861
流纹质,128.197,11.9076,4.1452,4.9722,3.3752,9.1138,2.221143
流纹质,204.312,17.0143,4.7546,4.7184,2.9078,13.8022,2.153565
流纹质,216.247,11.2998,4.6978,4.743,2.8151,13.2604,2.352867
流纹质,169.843,18.0011,2.6932,6.0326,3.007,11.1607,2.275744
流纹质,224.684,14.8855,1.3497,4.1281,3.2241,11.7093,2.524627
流纹质,204.481,10.1744,6.3277,5.0931,2.8908,8.085,2.482212
流纹质,263.117,16.8645,7.9088,5.1531,3.0756,6.0428,2.221623
流纹质,106.118,19.614,3.333,6.2896,3.3278,6.6202,2.364076
流纹质,159.382,25.6926,3.5954,5.8616,2.9375,9.2285,2.443387
流纹质,208.058,10.5922,0.8023,5.24,2.9854,12.9394,2.325141
流纹质,142.67,23.0283,3.2845,5.2098,2.8664,11.2353,2.502173
流纹质,143.856,18.7284,1.8393,5.2004,2.9249,7.724,2.186004
流纹质,124.774,11.507,1.071,4.3143,3.038,8.6333,2.658213
流纹质,105.563,21.606,7.7991,5.1291,3.3222,8.024,2.518437
流纹质,138.636,14.6853,5.1674,4.6464,3.2054,9.3231,2.630928
流纹质,259.617,9.0354,3.7337,4.293,2.8353,11.9834,2.398076
流纹质,114.235,19.7364,6.6006,6.3741,3.257,13.3668,2.20935
流纹质,122.266,16.018,1.3915,5.4614,3.198,7.8132,2.36946
流纹质,242.538,21.7423,7.5076,6.3447,2.952,14.5665,2.262542
流纹质,198.032,9.8198,1.2171,4.9899,3.2461,14.0318,2.33294
流纹质,192.193,15.0951,5.1714,4.2039,3.0507,10.0871,2.43836
流纹质,136.615,16.3209,2.0087,4.8492,2.74,5.0213,2.288092
流纹质,142.988,16.3169,3.5525,5.51,3.0438,7.4144,2.501344
流纹质,154.247,19.2054,7.3398,4.0864,2.9025,6.7088,2.239548
流纹质,177.471,16.0559,3.9181,5.6871,2.9885,6.4093,2.163446
流纹质,250.162,14.5678,4.6771,6.3773,3.1659,11.4083,2.412183
流纹质,196.984,23.931,7.6959,5.5538,2.7725,11.0986,2.484779
流纹质,243.721,17.3032,7.7698,4.2056,3.26,6.8842,2.56092
流纹质,141.008,18.0271,4.1597,5.7581,3.3123,7.0885,2.587824
流纹质,199.814,19.9025,4.7326,4.3369,2.9417,5.6358,2.183018
流纹质,172.822,20.2949,4.9166,4.3829,3.1096,11.2832,2.611118
流纹质,205.394,19.1447,3.5049,4.844,2.9244,8.7828,2.593071
流纹质,106.651,11.9613,6.3159,4.5323,3.1473,14.5198,2.305997
流纹质,257.806,20.8144,7.3636,6.3709,3.3558,13.6051,2.567838
流纹质,160.471,24.4309,7.7491,5.9061,3.1985,10.0223,2.314919
流纹质,239.614,9.7926,1.4942,4.5441,3.2502,6.6741,2.465626
流纹质,211.228,15.9125,3.5343,5.23,3.3075,10.9463,2.653795
流纹质,211.328,16.2566,1.112,4.0785,3.2919,9.5706,2.523715
流纹质,106.166,20.2052,5.3992,4.8032,3.2461,6.7701,2.564832
流纹质,146.107,13.0703,7.5569,6.1705,3.3282,12.8212,2.654891
流纹质,270.807,22.1417,1.8126,5.3095,3.113,11.4455,2.33536
流纹质,255.878,17.0539,2.4062,4.9765,2.9297,12.1702,2.477624
流纹质,262.646,21.0371,1.6435,6.4391,2.9212,5.5845,2.376265
流纹质,110.913,23.5828,7.4154,5.6227,3.2522,12.2332,2.419923
流纹质,251.617,10.9735,6.6158,5.8852,2.7115,7.0045,2.28082
流纹质,152.427,18.7599,1.5622,6.0646,3.1875,8.7859,2.480125
流纹质,255.564,18.998,2.9174,5.2976,2.8415,6.7001,2.320933
流纹质,159.691,21.9721,4.0052,5.8147,3.3533,12.3314,2.15805
流纹质,252.843,24.0935,1.8919,4.0916,2.8969,10.7109,2.594435
流纹质,210.315,18.0491,3.6919,4.8042,3.036,10.8945,2.197245
流纹质,154.415,21.9634,6.9993,4.2559,3.3952,12.5074,2.67924
流纹质,121.129,21.2221,5.3924,4.824,3.1413,6.5321,2.46406
流纹质,165.567,8.995,1.6358,4.1569,3.1421,9.3517,2.181204
流纹质,234.881,18.9971,3.2959,6.1051,2.9551,7.7449,2.2249
流纹质,233.358,9.9815,5.9718,4.2342,3.3217,5.594,2.48333
流纹质,112.006,23.8523,4.3936,6.0326,3.2571,13.759,2.383375
流纹质,142.625,25.0154,3.0454,5.5527,2.7876,6.8053,2.201011
流纹质,266.944,21.3376,2.7418,4.4958,3.0848,11.8919,2.227932
流纹质,189.442,15.0102,5.6969,4.3863,3.0054,9.0623,2.405477
流纹质,247.025,20.517,6.2561,5.0329,3.2034,6.1256,2.670306
流纹质,214.689,23.7282,4.3442,4.1548,3.0131,6.8015,2.409422
流纹质,227.872,22.2345,7.6062,5.3957,2.8983,13.3916,2.344128
流纹质,221.205,13.3036,7.6223,5.7323,2.8161,13.2401,2.581107
流纹质,138.986,14.984,7.4556,5.1771,2.9232,8.5519,2.455805
流纹质,203.294,18.5474,1.3521,4.2501,2.9566,6.0124,2.658216
流纹质,229.74,22.0425,2.3535,4.8945,2.8055,6.3412,2.656575
流纹质,123.788,23.1503,4.2184,4.8245,3.0514,13.207,2.524735
流纹质,127.992,8.0204,2.9771,5.3456,3.2227,12.9226,2.321553
流纹质,253.549,21.2403,1.9465,4.9134,2.7017,9.4975,2.458308
流纹质,250.151,15.7484,7.171,4.688,2.8582,6.6505,2.232011
流纹质,214.41,12.6272,2.0771,5.3942,3.1126,10.6512,2.474776
流纹质,146.377,22.1704,7.6248,4.7916,2.7559,9.4286,2.434624
流纹质,269.058,17.4384,4.4176,5.4412,2.9351,6.8508,2.419333
流纹质,234.388,23.2491,7.9649,5.1372,3.2956,12.0194,2.566449
流纹质,215.644,18.2544,1.9638,5.2575,3.2941,5.6124,2.499617
流纹质,150.708,17.8271,5.7856,6.1557,2.8161,8.4486,2.374533
流纹质,251.586,24.5635,7.8479,5.0096,2.8393,11.1937,2.328569
流纹质,223.917,16.9403,4.4197,4.7617,2.8976,13.1213,2.573043
流纹质,202.365,13.0667,6.0258,4.9265,3.215,6.4543,2.2635
流纹质,212.593,14.2958,4.4622,5.5812,2.7204,14.2827,2.569885
流纹质,206.772,14.9736,2.2619,6.1513,3.3948,11.9875,2.427503
流纹质,227.133,25.0517,7.9634,5.7762,2.7052,7.7915,2.237162
流纹质,128.655,20.098,2.3613,5.3758,3.2359,14.4363,2.203479
流纹质,199.653,22.659,7.6904,4.4528,3.3752,12.2712,2.249321
流纹质,263.932,9.4827,3.4767,6.4476,2.954,12.5475,2.206457
流纹质,212.47,17.1652,7.8532,5.6425,3.0325,7.2365,2.201082
流纹质,238.138,17.1135,0.8311,5.8761,3.2638,5.5901,2.325276
流纹质,252.205,17.3419,0.9748,5.3553,3.0661,10.882,2.20747
流纹质,177.954,11.649,1.8757,6.1174,3.2044,12.9147,2.517053
流纹质,268.553,17.9318,7.3342,5.9439,2.9279,9.9417,2.637654
流纹质,224.706,11.2856,1.3745,6.4007,2.7081,14.3176,2.341908
流纹质,113.496,16.3966,5.9466,4.2602,3.1838,8.3581,2.617461
流纹质,135.834,10.0537,3.5856,6.4177,2.8435,8.1295,2.475307
流纹质,161.58,25.3366,7.4769,4.4718,2.7526,14.5759,2.397967
流纹质,166.612,14.4026,6.5843,6.0381,3.3613,8.3235,2.15025
流纹质,247.133,21.0846,7.9435,6.0892,2.8363,13.6677,2.515159
流纹质,218.115,16.3538,7.1171,4.9248,3.2277,13.4536,2.194186
流纹质,209.121,23.8654,4.8515,5.7302,3.1618,7.0803,2.671345
流纹质,267.474,18.7097,1.6083,5.45,3.2525,6.9968,2.205511
流纹质,244.762,21.2403,4.7121,5.3868,3.2324,13.0976,2.247526
流纹质,182.87,15.2598,1.3853,5.1246,2.7844,6.9707,2.406008
流纹质,140.129,25.5875,7.7484,5.9713,3.1439,14.1738,2.546966
流纹质,140.589,13.0249,6.0091,5.6558,2.7321,13.9485,2.609299
流纹质,217.02,8.7556,7.4782,6.2444,2.9315,9.1476,2.666825
流纹质,117.758,13.7622,3.3671,5.6461,3.2474,5.9811,2.619467
流纹质,215.027,9.9667,5.918,4.1362,2.7646,10.9838,2.546829
流纹质,214.127,8.5221,0.9324,6.0166,3.0966,11.552,2.193642
流纹质,265.731,23.0452,3.8497,4.593,3.2281,11.913,2.44832
流纹质,133.09,19.1377,6.181,6.4734,2.947,10.5179,2.58436
流纹质,186.892,12.8719,2.1685,6.3587,3.3678,12.1035,2.234507
流纹质,149.113,14.0924,1.2909,6.1183,3.3112,12.0289,2.386601
流纹质,161.292,19.8066,1.8938,5.7699,2.8598,9.4002,2.28317
流纹质,184.531,11.6525,7.5488,4.3678,3.1784,7.9617,2.670923
流纹质,218.624,14.4894,6.5175,4.0378,3.3372,7.7517,2.196899
流纹质,230.917,17.1208,3.2909,6.4751,3.2336,9.3707,2.293158
流纹质,178.698,20.411,2.6104,5.8088,2.9194,12.5036,2.612736
流纹质,265.342,8.2682,6.2654,5.3912,2.7474,9.4748,2.491764
流纹质,203.468,19.6608,0.819,4.8383,3.3071,11.4905,2.487502
流纹质,263.822,14.3359,5.2271,5.9493,2.8228,8.948,2.504117
流纹质,122.942,25.8692,3.1456,5.1321,2.7444,13.582,2.603712
流纹质,215.493,19.6265,0.8292,6.4986,2.7968,14.4396,2.154927
流纹质,125.564,24.4388,1.6822,5.6055,3.0119,13.2026,2.164243
流纹质,106.868,20.4756,4.6839,5.9803,3.0578,13.9228,2.353861
流纹质,138.213,20.2944,1.9022,4.7574,2.9551,6.8884,2.364689
流纹质,261.771,19.4587,4.7506,4.2455,3.093,14.0276,2.247922
流纹质,185.451,16.1318,6.8517,4.6603,3.3968,10.998,2.280869
